case_id,model,prompt_family,condition_type,init_a,init_b,init_fact_jaccard_distance,init_type_l1_distance,init_text_distance,fin_fact_jaccard_distance,fin_type_l1_distance,fin_text_distance,contraction_fact_jaccard,contraction_type_l1,contraction_text
4fab96f_1,minimax,general_task_aware,needed,NARRATIVE_HEAVY,RAW_FULL,0.125,0.10714285714285712,0.6036697247706422,1.0,0.5,1.0,8.0,4.666666666666668,1.656534954407295
4fab96f_1,qwen,general_task_aware,needed,DETAIL_HEAVY,FACT_TABLE_ONLY,0.0,0.0,0.900562851782364,0.125,0.10714285714285712,0.7282608695652174,12500000.0,10714285.714285713,0.8086730072463768
4fab96f_1,qwen,general_task_aware,needed,DETAIL_HEAVY,NARRATIVE_HEAVY,0.5,0.25,0.6088495575221239,1.0,0.4999999999999999,0.7407407407407407,2.0,1.9999999999999996,1.2166236003445305
4fab96f_1,qwen,general_task_aware,needed,DETAIL_HEAVY,RAW_FULL,0.0,0.0,0.05628517823639778,1.0,0.4999999999999999,1.0,100000000.0,49999999.999999985,17.766666666666655
4fab96f_1,qwen,general_task_aware,needed,FACT_TABLE_ONLY,NARRATIVE_HEAVY,0.5,0.25,0.9375,1.0,0.5,0.8715596330275229,2.0,2.0,0.9296636085626911
4fab96f_1,qwen,general_task_aware,needed,FACT_TABLE_ONLY,RAW_FULL,0.0,0.0,0.9548872180451128,1.0,0.5,1.0,100000000.0,50000000.0,1.047244094488189
4fab96f_1,qwen,general_task_aware,needed,NARRATIVE_HEAVY,RAW_FULL,0.5,0.25,0.5869158878504672,0.0,0.0,1.0,0.0,0.0,1.7038216560509556
4fab96f_2,minimax,general_task_aware,needed,DETAIL_HEAVY,FACT_TABLE_ONLY,0.0,0.0,0.8955752212389381,0.11111111111111116,0.09722222222222224,0.773972602739726,11111111.111111116,9722222.222222224,0.8642184200552276
4fab96f_2,minimax,general_task_aware,needed,DETAIL_HEAVY,NARRATIVE_HEAVY,0.2222222222222222,0.2222222222222222,0.5625,0.8888888888888888,0.8888888888888888,0.8461538461538461,4.0,4.0,1.5042735042735043
4fab96f_2,minimax,general_task_aware,needed,DETAIL_HEAVY,RAW_FULL,0.0,0.0,0.060176991150442505,1.0,0.5,1.0,100000000.0,50000000.0,16.617647058823522
4fab96f_2,minimax,general_task_aware,needed,FACT_TABLE_ONLY,NARRATIVE_HEAVY,0.2222222222222222,0.2222222222222222,0.9394812680115274,0.875,0.875,0.8627450980392157,3.9375,3.9375,0.9183207025141344
4fab96f_2,minimax,general_task_aware,needed,FACT_TABLE_ONLY,RAW_FULL,0.0,0.0,0.9539007092198581,1.0,0.5,1.0,100000000.0,50000000.0,1.0483271375464684
4fab96f_2,minimax,general_task_aware,needed,NARRATIVE_HEAVY,RAW_FULL,0.2222222222222222,0.2222222222222222,0.5365853658536586,1.0,0.5,1.0,4.5,2.25,1.8636363636363635
4fab96f_2,qwen,general_task_aware,needed,DETAIL_HEAVY,FACT_TABLE_ONLY,0.0,0.0,0.8955752212389381,0.25,0.14285714285714285,0.803921568627451,25000000.0,14285714.285714285,0.8976594590405332
4fab96f_2,qwen,general_task_aware,needed,DETAIL_HEAVY,NARRATIVE_HEAVY,0.33333333333333337,0.2777777777777778,0.5711947626841244,0.2857142857142857,0.28571428571428575,0.7010309278350515,0.857142857142857,1.0285714285714287,1.2273062948630844
4fab96f_2,qwen,general_task_aware,needed,DETAIL_HEAVY,RAW_FULL,0.0,0.0,0.060176991150442505,1.0,0.49999999999999994,1.0,100000000.0,49999999.99999999,16.617647058823522
4fab96f_2,qwen,general_task_aware,needed,FACT_TABLE_ONLY,NARRATIVE_HEAVY,0.33333333333333337,0.2777777777777778,0.9454022988505747,0.2857142857142857,0.28571428571428575,0.803921568627451,0.857142857142857,1.0285714285714287,0.8503486500983373
4fab96f_2,qwen,general_task_aware,needed,FACT_TABLE_ONLY,RAW_FULL,0.0,0.0,0.9539007092198581,1.0,0.4999999999999999,1.0,100000000.0,49999999.999999985,1.0483271375464684
4fab96f_2,qwen,general_task_aware,needed,NARRATIVE_HEAVY,RAW_FULL,0.33333333333333337,0.2777777777777778,0.5509499136442142,1.0,0.5,1.0,2.9999999999999996,1.7999999999999998,1.8150470219435735
